"Málsnúmer";"Efni";"Ár";"Mánuður";"Ráðuneyti"
"FRN21120023";"Kærð ákvörðun Vinnumálastofnunar – atvinnuleyfi";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120022";"Frumvarp til laga um breytingu á lögum um tímabundnar greiðslur vegna launa einstaklinga sem sæta sóttkví samkvæmt fyrirmælum heilbrigðisyfirvalda án þess að vera sýktir, nr. 24/2020";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120021";"Ósk um viðtal við ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120020";"Ósk um viðtal við ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120019";"Boð til ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120018";"Ósk um viðtal við ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120017";"Styrksamkomulag við Barnaheill";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120016";"Ósk um viðtal við ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120015";"Boð til ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120014";"Fyrirspurn um byggingastjóraréttindi";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120013";"Erindi vegna fjárlagagerðar";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120012";"Fjárlaganefnd Alþingis óskar eftir afstöðu félagsmálaráðuneytis vegna safnliða";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120011";"Ákvörðun framkvæmdarstjórnar ESB um breytingu á framkvæmdaákvörðun (ESB) 2019/450 um birtingu á evrópskum matsskjölum tilteknar byggingarvörur, til stuðnings ákvæðum CPR – Ákv. (ESB) 2020/962 (32020D962)";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120010";"Eðli húsnæðismála sem málaflokks í félagsmálaráðuneytinu";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120009";"Fyrirspurn frá fjölmiðli";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120008";"Ósk um viðtal við ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120007";"Boð til ráðherra";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120006";"Reglugerð um lágmarks- og hámarksfjárhæð dagsekta Gæða- og eftirlitsstofnunar velferðarmála";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120005";"Fyrirspurn um aðgerðir gegn heimilisofbeldi";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120004";"Tilkynning vegna flutninga verkefna til mennta- og barnamálaráðuneytis";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120003";"Fyrirspurn um sérstakan frístundastyrk";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120002";"Samþykktir fyrir hses";"2022";"12";"Heilbrigðisráðuneytið"
"FRN21120001";"Kvörtun undan TR";"2022";"12";"Heilbrigðisráðuneytið"
"FJR21120066";"Úrskurðarnefnd í vátryggingamálum 2021 - 2023";"2022";"12";"Innviðaráðuneytið"
"FJR21120065";"Undirbúningshópur vegna uppbyggingar þjóðarleikvanga í íþróttum - Ósk um tilnefningu";"2022";"12";"Innviðaráðuneytið"
"FJR21120064";"Fyrirspurn varðandi ESPD";"2022";"12";"Innviðaráðuneytið"
"FJR21120063";"Greinargerð jafnréttisfulltrúa til Jafnréttisstofu fyrir árið 2021";"2022";"12";"Innviðaráðuneytið"
"FJR21120062";"Úttekt á fullnustu dóma sem kveða á um greiðslu sekta og sakarkostnaðar";"2022";"12";"Innviðaráðuneytið"
"FJR21120061";"Úttekt á endurgreiðslum vegnna nýsköpunar- og þróunarkostnaðar";"2022";"12";"Innviðaráðuneytið"
"FJR21120060";"Öldugata 21-23 (Gamli stýrimannaskólinn)";"2022";"12";"Innviðaráðuneytið"
"FJR21120059";"Mál matsnefndar eignarnámsbóta nr. 1/2021 vegna friðlýsingar háhitasvæðis Gjástykkis, endurupptökubeiðni eigenda Reykjahlíðar";"2022";"12";"Innviðaráðuneytið"
"FJR21120058";"Úrskurðarnefnd um viðskipti við fjármálafyrirtæki og aðra veitendur fjármálaþjónustu - Nýjar samþykktir";"2022";"12";"Innviðaráðuneytið"
"FJR21120057";"Úrskurðarnefnd í vátryggingamálum - Nýjar samþykktir";"2022";"12";"Innviðaráðuneytið"
"FJR21120056";"Áhrif mögulegrar skerðingar á afhendingu raforku til rafkyntra hitaveitna";"2022";"12";"Innviðaráðuneytið"
"FJR21120055";"EES gerðir - Evrópugerð nr. 2021/2262";"2022";"12";"Innviðaráðuneytið"
"FJR21120054";"OECD 2021 - Ráðherrafundir";"2022";"12";"Innviðaráðuneytið"
"FJR21120053";"Stafrænt pósthólf á Ísland.is";"2022";"12";"Innviðaráðuneytið"
"FJR21120052";"Félög í eigu ríkisins";"2022";"12";"Innviðaráðuneytið"
"FJR21120051";"Ósk um heimild til rannsókna - Fljótdalsheiði";"2022";"12";"Innviðaráðuneytið"
"FJR21120050";"Beiðni um gögn úr innskráningakerfi stafræns Íslands";"2022";"12";"Innviðaráðuneytið"
"FJR21120049";"Skrifleg fyrirspurn um lækkun vörugjalds af bifreiðum, þskj. 205 - 196. mál, frá Jóhanni Páli Jóhannssyni";"2022";"12";"Innviðaráðuneytið"
"FJR21120048";"Skrifleg fyrirspurn um hækkun frítekjumarks, þskj. 204 - 195. mál, frá Jóhanni Páli Jóhannssyni";"2022";"12";"Innviðaráðuneytið"
"FJR21120047";"Þjónustukönnun 2022";"2022";"12";"Innviðaráðuneytið"
"FJR21120046";"Frumvarp til laga um breytingu á lögum um ríkisábyrgðir og lögum um lánasýslu ríkisins (endurskoðun)";"2022";"12";"Innviðaráðuneytið"
"FJR21120045";"EES gerðir - C(2021)8597 (CRR II L2)";"2022";"12";"Innviðaráðuneytið"
"FJR21120044";"Áherslur í ríkisrekstri 2022";"2022";"12";"Innviðaráðuneytið"
"FJR21120043";"Svarskylda fjármálaeftirlits og eftirlitsskylda með vátryggingafélögum";"2022";"12";"Innviðaráðuneytið"
"FJR21120042";"Fjármálastöðugleikaráð, fundur";"2022";"12";"Innviðaráðuneytið"
"FJR21120041";"ESRB Recommendation on a pan-European systemic cyber incident coordination framework for relevant authorities (ESRB/2021/17)";"2022";"12";"Innviðaráðuneytið"
"FJR21120040";"Tillögur ríkisskattstjóra að viðmiðunarreglum um reiknað endurgjald, almennu skattmati (uppfært) og teknamati í landbúnaði 2022";"2022";"12";"Innviðaráðuneytið"
"FJR21120039";"Stefna í lánamálum 2022 - 2026";"2022";"12";"Innviðaráðuneytið"
"FJR21120038";"Virkjun Hamarsár í Hamarsdal, Múlaþingi";"2022";"12";"Innviðaráðuneytið"
"FJR21120037";"EES gerðir - C(2021)8474 (Taxonomy Update L2)";"2022";"12";"Innviðaráðuneytið"
"FJR21120036";"EES gerðir - COM(2021) 727 - MiFID CMU amendments";"2022";"12";"Innviðaráðuneytið"
"FJR21120035";"Félag íslenskra flugumferðarstjóra vegna félagsmanna þess í starfi hjá Samgögnustofu - Kjarasamningar 2021";"2022";"12";"Innviðaráðuneytið"
"FJR21120034";"EES gerðir - COM(2021) 726 - MiFID CMU amendments";"2022";"12";"Innviðaráðuneytið"
"FJR21120033";"EES gerðir - COM(2021) 721 - UCITS/AIFMD Review";"2022";"12";"Innviðaráðuneytið"
"FJR21120032";"Skoðun og greining á breytingum á gjaldmiðlaáhættu lífeyrissjóða";"2022";"12";"Innviðaráðuneytið"
"FJR21120031";"Tillaga til þingsályktunar um fjármálaáætlun fyrir árin 2023–2027";"2022";"12";"Innviðaráðuneytið"
